country_or_area,year,value,category
Sweden,2002,70160.7817014108,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Sweden,2001,69192.115810022,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Sweden,2000,68868.7688476056,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Sweden,1999,70181.7030568556,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Sweden,1998,73085.864192708,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Sweden,1997,72772.2987213703,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Sweden,1996,77574.1002048805,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Sweden,1995,74029.3603217318,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Sweden,1994,74231.4889121949,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Sweden,1993,71807.1907332996,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Sweden,1992,71527.0503616345,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Sweden,1991,72041.2548529878,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Sweden,1990,71917.2595916878,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,2014,48617.0807401859,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,2013,52519.985628806,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,2012,51637.521589956,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,2011,50296.2968161289,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,2010,54373.0819615868,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,2009,52776.287002272,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,2008,54084.4542495161,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,2007,52555.3366289477,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,2006,54481.5553777612,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,2005,54858.0531533693,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,2004,54173.6685278247,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,2003,53537.5402128088,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,2002,52318.0948331563,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,2001,53905.4113927476,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,2000,52315.7527406386,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,1999,53037.5981502569,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,1998,53279.4342421614,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,1997,51677.5676078952,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,1996,52933.0576246448,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,1995,52204.7474593235,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,1994,51324.7245886062,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,1993,52327.7964594958,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,1992,54970.3540963307,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,1991,55253.5749211084,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,1990,53307.7567102787,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,2014,467550.376938556,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,2013,438819.583998087,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,2012,447452.331322876,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,2011,415868.814166092,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,2010,395282.5101948,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,2009,382513.418915312,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,2008,393100.907685785,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,2007,403392.48602378,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,2006,371320.553164485,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,2005,345231.79488074,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,2004,316893.705222216,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,2003,303694.424923634,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,2002,287094.567920903,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,2001,278784.945605068,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,2000,296810.835017591,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,1999,271357.95510034,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,1998,271755.93253179,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,1997,269942.502958794,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,1996,256657.080416341,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,1995,239039.791797548,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,1994,224719.235237721,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,1993,230628.999213425,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,1992,220797.144315653,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,1991,214128.322164344,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,1990,207773.321142867,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,2014,354347.536691179,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,2013,401066.965549848,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,2012,409531.352681124,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,2011,421635.992874612,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,2010,401929.093345106,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,2009,384651.787849048,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,2008,442172.375153511,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,2007,455267.444575027,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,2006,452089.762758341,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,2005,435660.661700088,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,2004,427912.423607696,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,2003,417556.108545758,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,2002,417502.686515017,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,2001,433832.545959988,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,2000,413923.442159161,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,1999,437037.553867475,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,1998,464400.030828998,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,1997,496219.978436793,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,1996,511686.629324465,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,1995,557047.936317596,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,1994,600339.977227621,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,1993,705376.575954999,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,1992,795446.960614269,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,1991,853207.752275926,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,1990,937954.203768127,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,2014,527500.751287005,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,2013,570078.533306564,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,2012,582946.592660431,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,2011,565989.015429393,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,2010,614166.740569789,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,2009,599556.765969257,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,2008,657980.868002156,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,2007,678011.623149929,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,2006,690320.993313288,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,2005,696041.639355188,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,2004,704090.101711174,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,2003,708085.030228883,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,2002,701004.69039699,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,2001,721026.372631867,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,2000,717578.792935095,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,1999,716299.410269013,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,1998,746962.022119071,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,1997,749518.796880465,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,1996,774225.784319313,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,1995,752463.918228501,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,1994,758318.470984655,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,1993,769256.78040804,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,1992,789105.259472108,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,1991,809506.79074742,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,1990,800107.48855612,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,2014,6870446.09153786,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,2013,6799979.30280136,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,2012,6643010.57787319,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,2011,6865397.90299948,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,2010,6985457.05342726,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,2009,6776229.77387706,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,2008,7216415.07090248,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,2007,7422207.96295139,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,2006,7316144.45592763,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,2005,7378775.49753729,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,2004,7369970.03456985,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,2003,7224974.03260127,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,2002,7185328.13819684,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,2001,7140899.14134197,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,2000,7258973.11700554,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,1999,7090442.61148359,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,1998,7066788.16280946,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,1997,6999999.10041935,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,1996,6949838.00415347,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,1995,6748528.92555948,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,1994,6650296.59510407,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,1993,6566415.85639104,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,1992,6448677.15402554,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,1991,6330937.8855059,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,1990,6397144.48966891,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Australia,2014,10787.3501376183,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Australia,2013,10034.1276237187,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Australia,2012,9353.06641223694,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Australia,2011,8837.85058079271,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Australia,2010,8166.06724391971,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Australia,2009,7468.94410564859,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Australia,2008,6832.22674546237,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Australia,2007,6143.73477685129,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Australia,2006,5456.5206707597,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Australia,2005,5002.48272189515,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Australia,2004,4266.92125360524,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Australia,2003,3578.35150974547,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Australia,2002,2926.73045682085,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Australia,2001,2305.92896404507,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Australia,2000,1613.2007121981,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Australia,1999,1374.29310959569,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Australia,1998,998.289579795631,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Australia,1997,705.228318135053,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Australia,1996,414.17063782292,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Australia,1995,1004.03211082861,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Australia,1994,1027.34354927313,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Australia,1993,1829.872,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Australia,1992,1333.184,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Australia,1991,1424.68352,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Australia,1990,1424.68352,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Austria,2014,1642.80076513062,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Austria,2013,1602.59643684061,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Austria,2012,1612.4661425449,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Austria,2011,1535.80074738863,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Austria,2010,1483.19074249073,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Austria,2009,1308.20218572207,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Austria,2008,1248.53225138254,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Austria,2007,1195.8903761885,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Austria,2006,1152.466320532,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Austria,2005,1145.80966192964,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Austria,2004,1158.34359221291,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Austria,2003,1072.19181375814,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Austria,2002,968.776915917423,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Austria,2001,863.101238986877,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Austria,2000,713.626554045867,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Austria,1999,701.821024024025,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Austria,1998,610.339231556323,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Austria,1997,500.828386694405,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Austria,1996,420.786112924158,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Austria,1995,357.931519787086,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Austria,1994,261.105590625578,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Austria,1993,235.26478656483,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Austria,1992,5.63648639172312,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Austria,1991,3.88944,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Austria,1990,2.43756,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Belgium,2014,2811.79733017371,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Belgium,2013,2703.01240606807,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Belgium,2012,2733.36088134647,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Belgium,2011,2614.05044241905,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Belgium,2010,2508.71471399671,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Belgium,2009,2391.45687121243,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Belgium,2008,2206.76147265269,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Belgium,2007,2079.10324412977,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Belgium,2006,1876.64217584791,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Belgium,2005,1745.35050510923,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Belgium,2004,1693.40032492042,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Belgium,2003,1608.86827845198,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Belgium,2002,1438.41916621289,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Belgium,2001,1211.52843588766,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Belgium,2000,1127.79920477565,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Belgium,1999,935.582415403112,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Belgium,1998,881.223470503045,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Belgium,1997,726.994087301747,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Belgium,1996,602.197276576914,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Belgium,1995,501.991333560121,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Belgium,1994,495.789565242139,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Belgium,1993,484.299975812368,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Belgium,1992,484.299975812368,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Bulgaria,2014,1423.81285948304,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Bulgaria,2013,1277.85761926218,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Bulgaria,2012,1109.35923014509,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
